Name,Industry,VAT number,Affiliate advertiser ID,External ID,Labels
Suomen Palloliitto ry1660,,FI2022449,1660,,
Suomen Pankki26567,,FI2022481,26567,,
Suomen Pelastusalan Keskusjärjestö ry32658,,FI9129345,32658,,
Suomen Pelastusalan Keskusjärjestö ry37282,,FI9129345,37282,,
Suomen Pienlainayhdistys ry55070,,FI21062454,55070,,
Suomen Pienyrittäjäin Mainostoimisto Oy52807,,FI21651793,52807,,
Suomen Pokkaritukku Oy35523,,FI17138962,35523,,
Suomen Poliisijärjestöjen Liitto ry17572,,FI2022561,17572,,
Suomen Polkupyörätukku Oy25133,,FI9801357,25133,,
Suomen PQP Oy37328,,FI6403169,37328,,
Suomen Prolaite Oy55465,,FI21968504,55465,,
Suomen Puhelin Oy52204,,FI18591195,52204,,
Suomen Punainen Risti1731,,FI1169887,1731,,
Suomen Punainen Risti8642,,FI1169887,8642,,
Suomen Punainen Risti37425,,FI1169887,37425,,
Suomen Punainen Risti Hämeen piiri14950,,FI2116656,14950,,
Suomen Punainen Risti Varsinais-Suomen piiri7025,,FI1422360,7025,,
Suomen Putkipinnoitus Oy53397,,FI19436357,53397,,
Suomen Puutukku Oy55383,,FI19370669,55383,,
Suomen Pääomasijoitusyhdistys ry36428,,FI8666157,36428,,
Suomen Rahapaja Oy55101,,FI9121255,55101,,
Suomen Rakettitukku Oy36684,,FI24111952,36684,,
Suomen Ratsastajainliitto ry24217,,FI2022721,24217,,
Suomen Ravintolatoimi Oy37054,,FI10061368,37054,,
Suomen Ravitsemusinstituutti Oy32829,,FI10173829,32829,,
Suomen Rengas-Heikki Oy38150,,FI15382988,38150,,
Suomen Rengaskierrätys Oy35865,,FI10309706,35865,,
Suomen Reumaliitto ry37066,,FI2019696,37066,,
Suomen RFSU Oy26357,,FI5236362,26357,,
Suomen Rokotepalvelu Oy57814,,FI22058246,57814,,
Suomen Rullalautaliitto ry29546,,FI18929934,29546,,
Suomen Ruosteenestoliikkeiden Osuuskunta25947,,FI4774716,25947,,
Suomen Ruosteenestoliikkeiden Osuuskunta54679,,FI4774716,54679,,
Suomen Sairaanhoitajaliitto ry32580,,FI2001189,32580,,
Suomen Salibandyliitto ry27318,,FI9880198,27318,,
Suomen Sarjakuvaseura ry22001,,FI5322340,22001,,
SUOMEN SIISTI PIHA OY32207,,FI16566922,32207,,
Suomen Sisustustakka Oy32316,,FI17342787,32316,,
Suomen Slimshape Oy51974,,FI23272033,51974,,
Suomen Soffatukku Oy25978,,FI9725809,25978,,
Suomen Sokeri Oy10318,,FI9870301,10318,,
Suomen Sosialidemokraattinen Puolue rp4314,,FI1170052,4314,,
Suomen Sosialidemokraattinen Puolue rp30313,,FI1170052,30313,,
Suomen Stand Up Club Oy50938,,FI21151035,50938,,
Suomen Stand Up Club Oy56399,,FI21151035,56399,,
Suomen Standardisoimisliitto SFS ry21395,,FI2022908,21395,,
Suomen Suoramainonta Oy14689,,FI8302038,14689,,
Suomen Suoritus Osakeyhtiö55686,,FI24168350,55686,,
Suomen Sydänliitto ry3820,,FI2022932,3820,,
Suomen Syöpäpotilaat ry25579,,FI2390081,25579,,
Suomen Syöpäyhdistys ry10334,,FI2022940,10334,,
Suomen Sähkötuonti Oy22026,,FI8150572,22026,,
Suomen Taide ja Tuotanto55791,,FI18352389,55791,,
Suomen Taitoluisteluliitto STLL ry30460,,FI2023003,30460,,
Suomen Taksiliitto ry2173,,FI2023011,2173,,
Suomen Talousverkko Oy51032,,FI20706078,51032,,
Suomen Tanssistudiot Oy54460,,FI14994579,54460,,
Suomen Tarviketukku Oy56411,,FI15281837,56411,,
Suomen Tarviketukku Oy54069,,FI15281837,54069,,
Suomen Tavaratorit Oy51708,,FI17649631,51708,,
Suomen Teatteriravintolat Oy37594,,FI21699703,37594,,
Suomen Tehopurku Oy56398,,FI25336889,56398,,
Suomen Telecenter Oy50299,,FI22647550,50299,,
Suomen Telelaskutus Oy22038,,FI25413143,22038,,
Suomen Televisio Oy36483,,FI20563927,36483,,
Suomen Terveysmaailma Oy51136,,FI14388333,51136,,
Suomen Teräsritilä STR Oy56114,,FI20100375,56114,,
Suomen Tietoliikenne Oy55581,,FI22548704,55581,,
Suomen Tiilikatto Oy51095,,FI22333711,51095,,
Suomen Tiiliteollisuusliitto ry24786,,FI2023118,24786,,
Suomen Tilapalvelut Oy58001,,FI9225871,58001,,
Suomen Tivoli Oy7034,,FI4003620,7034,,
Suomen Transval Oy56334,,FI7759837,56334,,
Suomen Tuoretori Oy53932,,FI23454216,53932,,
Suomen Työkalupori Oy55786,,FI8386438,55786,,
Suomen Työväen Urheiluliitto11510,,FI2359658,11510,,
Suomen Työväen Urheiluliitto TUL ry8655,,FI2153844,8655,,
Suomen UNICEF ry1701,,FI2023361,1701,,
Suomen Urheiluliitto ry2098,,FI2023185,2098,,
Suomen Urheilumuseosäätiö30639,,FI2023206,30639,,
Suomen Urheiluopiston Kannatusosakeyhtiö6839,,FI2025121,6839,,
Suomen Uutisvirta Oy1643,,FI17205387,1643,,
Suomen Vahinkovakuutus Oy54629,,FI24328246,54629,,
Suomen Vakoilumuseo oy52079,,FI14459779,52079,,
Suomen Valmennusakatemia Oy54936,,FI24311305,54936,,
Suomen Valmispalvelut Oy50455,,FI17358332,50455,,
Suomen Valopalkki Oy54395,,FI6402174,54395,,
Suomen Valugrilli Oy33543,,FI20135885,33543,,
Suomen Verhoilijamestarien Liitto ry52428,,FI10964807,52428,,
Suomen Vertaa.fi OY35554,,FI16453581,35554,,
Suomen Viherpeukalot Oy22467,,FI6842284,22467,,
Suomen Viihdekeskus Oy13373,,FI5458694,13373,,
Suomen Viihderavintolat Oy29240,,FI9874775,29240,,
Suomen Viihderavintolat Oy35229,,FI9874775,35229,,
Suomen Viiniyrittäjät ry29615,,FI1710792,29615,,
Suomen Visiotalo510,,FI7678615,510,,
Suomen World Vision28755,,FI5333349,28755,,
Suomen Vuokrakodit Oy51156,,FI24820310,51156,,
Suomen YK-liitto - Finlands FN-förbund ry16114,,FI2023388,16114,,
Suomen Yliopistokiinteistöt Oy56426,,FI22686373,56426,,
Suomen ympäristökeskus34128,,FI9961895,34128,,
Suomen yrittäjäopiston kannatus Oy14542,,FI2088501,14542,,
Suomen Yrittäjät ry28880,,FI10306572,28880,,
Suomen Yrittäjät ry34963,,FI10306572,34963,,
Suomen Ässäkatto Oy56067,,FI23862287,56067,,
Suomenselän OP-Kiinteistökeskus Oy37809,,FI4869598,37809,,
Suomi Venture Ky35766,,FI20419116,35766,,
Suomi-Finland 2012 ry54864,,FI24086670,54864,,
Suomi-Seuran Matkatoimisto Oy32587,,FI10788954,32587,,
Suomi-Venäjä-Seuran Länsi-Suomen piiri ry56355,,FI2144470,56355,,
Suomussalmen Kiinteistöhuolto Oy56177,,FI5876730,56177,,
Suomussalmen kunta10188,,FI1899257,10188,,
Suomussalmen Näyttämöyhdistys ry54041,,FI10146257,54041,,
Suonenjoen Kauneuspalvelut Ky56504,,FI24719239,56504,,
Suonenjoen kaupunki3638,,FI2080614,3638,,
Suonenjoen Kiinteistökeskus Oy50713,,FI10307305,50713,,
Suonentieto Oy25176,,FI7214992,25176,,
Suorakanava Oy857,,FI15159014,857,,
Suoramedia Oy21143,,FI7414644,21143,,
Super Service Oy51900,,FI22629280,51900,,
Superjymy Oy54800,,FI15124786,54800,,
Superoperator Oy54209,,FI22693290,54209,,
Superpark Oulu Oy57125,,FI25953211,57125,,
Superpesis Oy13844,,FI8402362,13844,,
Superson Oy55963,,FI24466120,55963,,
Susamuru Oy34396,,FI9263317,34396,,
Susanna Soudunsaari56525,,FI23433124,56525,,
SUSANNA'S NAILS SALON52787,,FI19053532,52787,,
Sutelan Kello ja Kulta Ky38339,,FI17818466,38339,,
Suunnittelu- ja laskentatoimisto Mittava oy51359,,FI6682700,51359,,
Suunnittelulinja Finland Oy55592,,FI17924875,55592,,
Suunnittelutoimisto DOIT Oy35098,,FI20950249,35098,,
Suunnittelutoimisto Innofirma Ky37438,,FI14475728,37438,,
Suunnittelutoimisto Mera Oy32324,,FI19141428,32324,,
Suunnittelutoimisto Taivas Oy19571,,FI17103532,19571,,
Suunnittelutoimisto Vaganza Oy56132,,FI25084909,56132,,
Suunnittelutoimisto Virta Helsinki Oy36833,,FI21810205,36833,,
Suunto Oy7064,,FI1010841,7064,,
"Suupohjan Osuuspankki, Sydbottens Andelsbank15940",,FI8867258,15940,,
"Suupohjan Osuuspankki, Sydbottens Andelsbank25528",,FI8867258,25528,,
"Suupohjan Osuuspankki, Sydbottens Andelsbank53409",,FI8867258,53409,,
Suupohjan Sijoituspalvelut Oy50651,,FI3707001,50651,,
Suur-Jyväskylän Lehti Oy30855,,FI20055105,30855,,
Suurpellon markkinointi Oy37029,,FI21619400,37029,,
Suur-Savon OP-Kiinteistökeskus Oy37764,,FI2122300,37764,,
Suur-Savon OP-Kiinteistökeskus Oy37787,,FI2122300,37787,,
Suur-Savon OP-Kiinteistökeskus Oy38111,,FI2122300,38111,,
Suur-Savon Osuuspankki10530,,FI23568395,10530,,
Suur-Savon Sähkö Oy16671,,FI2158637,16671,,
Suur-Seudun Osuuskauppa/ SSO27380,,FI18348689,27380,,
Suvaksen Matkailu54196,,FI23155873,54196,,
Suzuki Motor Finland Oy28313,,FI10903895,28313,,
S-W Energia Oy55055,,FI22605238,55055,,
SWANHEART DESIGN OY55990,,FI24949827,55990,,
"Svea Ekonomi AB, Filial i Finland32193",,FI17745359,32193,,
"Svea Ekonomi AB, Filial i Finland37200",,FI17745359,37200,,
Svea Rahoitus Suomi Oy32486,,FI18799279,32486,,
Svecon Oy Ab52476,,FI21937708,52476,,
Svedbergs Oy Ab29879,,FI9021334,29879,,
Sveitsin Hiihtokeskus Oy32191,,FI14920553,32191,,
"Svenska Handelsbanken AB (julk), Suomen sivukonttoritoiminta19873",,FI8615974,19873,,
Switch Nordic Green AB Filial Finland53666,,FI22206755,53666,,
SVK-Consult Oy54096,,FI7638293,54096,,
SY Motor Oy57929,,FI26426325,57929,,
Symantec Finland Oy29734,,FI16453311,29734,,
Syneria OY8161,,FI19689127,8161,,
Syneria Oy35725,,FI19689127,35725,,
Synsam Finland Oy13694,,FI24463472,13694,,
Synsam Finland Oy56298,,FI24463472,56298,,
S-Yrityskortti Oy56695,,FI23891838,56695,,
Sysmän kunta56404,,FI1673522,56404,,
Sysmän Suvisoiton Tuki ry32295,,FI7137034,32295,,
System-300 Finland Oy35290,,FI9155447,35290,,
SystemaStore Oy8033,,FI18422332,8033,,
SystemaStore Oy55988,,FI18422332,55988,,
Syväkankaan Kioski Oy54789,,FI10731157,54789,,
Syystuuli Oy55186,,FI1849401,55186,,
SyöHyvin Suomi Oy52844,,FI23309457,52844,,
SyöHyvin Suomi Oy53219,,FI23309457,53219,,
Syöpäsäätiö - Cancerstiftelsen38125,,FI2371657,38125,,
Syötekeskus Oy8096,,FI5023682,8096,,
Sähkö Lehmus Oy56449,,FI23317246,56449,,
Sähköextra Oy14208,,FI6034244,14208,,
Sähkö-Hänninen Oy19580,,FI5328937,19580,,
Sähköinfo Oy56508,,FI1965904,56508,,
Sähköpari Oy19569,,FI1660238,19569,,
Sähkö-Saarelainen Oy55328,,FI2075348,55328,,
Sähkötaso Esitystekniikka Oy7083,,FI9021684,7083,,
Sähkötaso Esitystekniikka Oy28741,,FI9021684,28741,,
Sähkötaso Esitystekniikka Oy54691,,FI9021684,54691,,
Sähkö-Äijät Oy7078,,FI19008301,7078,,
Säkkisen Taimisto Ky34763,,FI7503292,34763,,
Säkylän kunta14820,,FI1399375,14820,,
Särki Oy50961,,FI6017348,50961,,
Sävelaitta Ky38206,,FI3663045,38206,,
Sävypuristamo Orange6529,,FI1092058,6529,,
Säästöpankki Optia17059,,FI1705598,17059,,
Säästöpankki Optia30857,,FI1705598,30857,,
Säästöpankkiliitto osk29304,,FI1170116,29304,,
Söderström KS Ky56713,,FI9835370,56713,,
T&H Kaluste T:mi Hannu Erkintalo26311,,FI19023771,26311,,
T&K - Palvelut Ky52003,,FI9732873,52003,,
T. Haapasalo Oy50925,,FI4200333,50925,,
T. Kaarlela Ky32531,,FI7085019,32531,,
T. Lauttamus Oy51138,,FI9133475,51138,,
T. Silvennoinen Oy36099,,FI17248416,36099,,
T. Strömberg Oy25672,,FI1585469,25672,,
T.A. Kaakinen Oy24162,,FI1908854,24162,,
T.M. Palojoki Oy32504,,FI1958026,32504,,
T.V Ravintolat Oy8327,,FI4597174,8327,,
T:mi Aki A. Jalonen54713,,FI13362529,54713,,
T:mi Arto Hietala16018,,FI18570538,16018,,
T:mi Eeva Välimäki52223,,FI13209719,52223,,
T:mi Isäntärenki32296,,FI24488960,32296,,
T:mi Kyösti Toivanen54822,,FI12883357,54822,,
T:mi Lasse Rainio55787,,FI12099386,55787,,
T:mi Mikko Kärkinen32533,,FI16128543,32533,,
T:mi Oskari Lääperi51338,,FI18083916,51338,,
T:mi Palasrinteen Puutarha55486,,FI17727847,55486,,
T:mi Pasi Kiiskinen56010,,FI12830570,56010,,
T:mi Pasi Matalamäki57247,,FI9901243,57247,,
T:mi Promenade36330,,FI14403791,36330,,
T:mi Putki- & IV-Asennus Ollikainen55633,,FI11753139,55633,,
T:mi Satulavyö Jarmo Kettunen53812,,FI10851685,53812,,
T:mi Tommi Penttinen32576,,FI18557528,32576,,
T:mi Tuoretuote Hannu Kuha10068,,FI9860103,10068,,
T:mi Virco om. Aimo A. Virtanen56086,,FI16602110,56086,,
TA Distribution Finland Oy36204,,FI19541819,36204,,
Taaleritehtaan Varainhoito Oy36166,,FI20801139,36166,,
TableOnline Finland Oy56676,,FI23490073,56676,,
Tact Finance Oy35430,,FI23606144,35430,,
Tact Group Oy55384,,FI20730625,55384,,
Tactic Games Oy1395,,FI1357407,1395,,
Tahko Golf Club Oy52967,,FI14742478,52967,,
Tahko Sales Oy51183,,FI22898552,51183,,
Tahko Spa Oy38007,,FI18236521,38007,,
Tahko-Chalet Oy18198,,FI9534527,18198,,
TAHKOcom Oy25590,,FI8948189,25590,,
TAHKOcom Oy51667,,FI8948189,51667,,
TAHKOcom Oy55433,,FI8948189,55433,,
Tahkon Markkinointi Oy29890,,FI19236099,29890,,
Taidekeskus Salmela Oy17352,,FI8440035,17352,,
Taideteollinen korkeakoulu / ETO578,,FI22283574,578,,
Taideyliopisto26790,,FI2020283,26790,,
Taiga Star Ky53826,,FI23287972,53826,,
Taikuri Aaro Sorva50849,,FI19266861,50849,,
Taimisanteri Oy56503,,FI17321097,56503,,
Taimitaikurit Oy55240,,FI8404069,55240,,
Taipalsaaren Karhupirtit Oy29011,,FI10158370,29011,,
Taipalsaaren kunta25605,,FI1633205,25605,,
Taisto Hirvonen Oy8098,,FI1950032,8098,,
Taito Itä-Suomi ry5004,,FI2158469,5004,,
Taito Pohjois-Pohjanmaa ry55520,,FI2357433,55520,,
Taitokaari Oy50514,,FI9425558,50514,,
Taitokaari Property Management Oy34333,,FI18212730,34333,,
Taivalkosken kunta8319,,FI1901003,8319,,
Taivas Works Oy32968,,FI15475332,32968,,
Taivasdesign Oy24482,,FI14612227,24482,,
Takaladon Liha ja Kala Oy54802,,FI23460229,54802,,
Takeda Oy2428,,FI17037758,2428,,
TakkaCenter Oy51878,,FI23949710,51878,,
Takkavisio Ky55562,,FI23076200,55562,,
Taksi Hannu Laholuoma34838,,FI11354330,34838,,
Taksomaster Oy55343,,FI10324113,55343,,
Takuu-Lämpö Oy56051,,FI24385021,56051,,
Talent CC Oy36797,,FI19889612,36797,,
Talent House4794,,FI8825736,4794,,
Talentum Media Oy7119,,FI17514155,7119,,
Talentum Media Oy13769,,FI17514155,13769,,
Talentum Media Oy26905,,FI17514155,26905,,
Talentum Media Oy29924,,FI17514155,29924,,
Talentum Media Oy34971,,FI17514155,34971,,
Talentum Media Oy51958,,FI17514155,51958,,
Tallink Silja Oy2028,,FI1142967,2028,,
Tallink Silja Oy10310,,FI1142967,10310,,
Tallink Silja Oy28713,,FI1142967,28713,,
TALLINK SILJA OY34730,,FI1142967,34730,,
Tallink Silja Oy56255,,FI1142967,56255,,
Tallistudio55010,,FI14521931,55010,,
Talma Ski Oy35883,,FI24363690,35883,,
Taloexpert Oy51170,,FI17291561,51170,,
TALOON YHTIÖT OY54677,,FI18701083,54677,,
Talosyke Oy51973,,FI22665978,51973,,
TaloTuki Oy56748,,FI24791177,56748,,
Taloudellinen tiedotustoimisto ry2536,,FI2023919,2536,,
Taloudellinen tiedotustoimisto ry32432,,FI2023919,32432,,
Talous-Markka Oy12148,,FI5726193,12148,,
Taloustalo Oy29654,,FI6281720,29654,,
Taloustutkimus Oy2663,,FI1147119,2663,,
Talso Oy26033,,FI9470949,26033,,
Talvi Digital Oy28679,,FI17491926,28679,,
Talvihuhta Oy54112,,FI23528633,54112,,
Talvivaaran Kaivososakeyhtiö Oyj54310,,FI18478942,54310,,
Tamarin Oy58190,,FI19541739,58190,,
Tamhockey Oy8307,,FI15392406,8307,,
Tammelan kunta52102,,FI1531794,52102,,
Tammelantorin Asuntopalvelu Oy37732,,FI9696577,37732,,
Tammelantorin Asuntopalvelu Oy55661,,FI9696577,55661,,
Tammelantorin Asuntopalvelu Oy55662,,FI9696577,55662,,
Tammer Diesel Oy54690,,FI2115805,54690,,
Tammerfest Oy19466,,FI20121109,19466,,
Tammer-Kulta Oy53911,,FI7534320,53911,,
Tammer-Lattiat Oy54704,,FI9744698,54704,,
Tammermatic Oy28535,,FI10435497,28535,,
Tammer-Tukku Oy18686,,FI1536341,18686,,
Tammiluodon Viinitila Oy56584,,FI10611374,56584,,
Tammiluodon Viinitila Oy56601,,FI10611374,56601,,
Tammiston Puu Oy50868,,FI4271326,50868,,
Tampere Areena Oy50750,,FI10599619,50750,,
Tampere Technology Oy24464,,FI2114773,24464,,
Tampere Tunnetuksi ry57977,,FI2915407,57977,,
Tampereen Aikuiskoulutussäätiö19590,,FI1556510,19590,,
Tampereen Ajopelit Oy28830,,FI10028867,28830,,
Tampereen ammatillinen opettajakorkeakoulu26829,,FI10154281,26829,,
Tampereen ammattikorkeakoulu Oy25279,,FI10154281,25279,,
Tampereen Arvohuoneistot Oy50458,,FI17176897,50458,,
Tampereen Autocenter Oy28446,,FI17895648,28446,,
Tampereen Autokuljetus Oy28307,,FI1549724,28307,,
Tampereen evankelis-luterilainen seurakuntayhtymä3381,,FI2061149,3381,,
Tampereen evankelis-luterilainen seurakuntayhtymä25630,,FI2061149,25630,,
Tampereen Harry Wahlberg Oy53096,,FI1551090,53096,,
Tampereen hiippakunnan tuomiokapituli27526,,FI2468280,27526,,
Tampereen Isku-Volley ry57778,,FI10304868,57778,,
Tampereen Katsastus-Center Oy51665,,FI22589004,51665,,
Tampereen Kauppahallin Yhdistys ry19248,,FI14486275,19248,,
Tampereen kauppakamari ry30464,,FI2061229,30464,,
Tampereen Kauppaseura ry58047,,FI8235322,58047,,
Tampereen kaupunki32337,,FI18933861,32337,,
Tampereen kaupunki11358,,FI2116752,11358,,
Tampereen kaupunki11499,,FI2116752,11499,,
Tampereen kaupunki16405,,FI2116752,16405,,
Tampereen kaupunki25929,,FI2116752,25929,,
Tampereen kaupunki34748,,FI2116752,34748,,
Tampereen kaupunkiseudun elinkeino- ja kehitysyhtiö52188,,FI22528885,52188,,
Tampereen Keilailuliitto ry50749,,FI2061237,50749,,
Tampereen Kiinteistö Invest Oy26321,,FI23791335,26321,,
Tampereen Kodinpiste Yrjö Anttila Oy5984,,FI17546034,5984,,
Tampereen Komediateatteri säätiö19079,,FI21242500,19079,,
Tampereen Komediateatteri säätiö50902,,FI21242500,50902,,
Tampereen Konepajat Oy55245,,FI24296934,55245,,
Tampereen Konttorikone Oy22766,,FI6903569,22766,,
Tampereen Laserklinikka Oy35608,,FI23016486,35608,,
Tampereen Laserklinikka Oy54135,,FI23016486,54135,,
Tampereen Markiisi Oy54853,,FI23753777,54853,,
Tampereen Messut Oy7146,,FI1550434,7146,,
Tampereen Puhelin Oy28701,,FI16056244,28701,,
Tampereen Ravirata Oy17177,,FI2061544,17177,,
Tampereen Sanser Ltd Oy54664,,FI10926405,54664,,
Tampereen seudun ammattiopisto56150,,FI2116752,56150,,
Tampereen Seudun Asuntokauppa LKV Oy38117,,FI15183356,38117,,
Tampereen Seudun Osuuspankki3828,,FI8289726,3828,,
Tampereen Seudun Osuuspankki32137,,FI8289726,32137,,
Tampereen siivous54392,,FI23493717,54392,,
Tampereen Sähkölaitos Oy19747,,FI1537918,19747,,
Tampereen Sähkönmyynti Oy51418,,FI22061322,51418,,
Tampereen Särkänniemi Oy51919,,FI1550856,51919,,
Tampereen Särkänniemi Oy1621,,FI1550856,1621,,
Tampereen Säästö-Tex Oy12557,,FI6376463,12557,,
Tampereen Talouskouluyhdistys ry33175,,FI1556430,33175,,
Tampereen Teatteri Oy8894,,FI2061720,8894,,
Tampereen Teatterikesä ry29037,,FI2915423,29037,,
Tampereen teknillinen osuuskunta34217,,FI19920309,34217,,
Tampereen Tietoverkko Oy7153,,FI1550901,7153,,
Tampereen Tietoverkko/Take One EI KÄYTÖSSÄ (Tuotantotalo Voi290,,FI1550901,290,,
Tampereen Tuulilasimyynti Oy54670,,FI16127479,54670,,
Tampereen Työväen Teatteri Oy7154,,FI2116031,7154,,
Tampereen Urheilulääkäriaseman Kuntoutuskeskus Oy57917,,FI8566607,57917,,
Tampereen Vaahtomuovi Oy55714,,FI6662275,55714,,
Tampereen Väripalvelu avoin yhtiö55408,,FI22159303,55408,,
Tampereen XVI Kaukajärven apteekki20164,,FI11520626,20164,,
"Tampereen XVII , Lielahden apteekki54793",,FI11307294,54793,,
Tampereen yliopisto30465,,FI1556684,30465,,
Tampere-talo Osakeyhtiö24304,,FI7063637,24304,,
Tamrex Oy25537,,FI7651180,25537,,
Tamro Oyj1747,,FI5339652,1747,,
Tamro Oyj2500,,FI5339652,2500,,
Tamrock Oy:n Eläkesäätiö1757,,FI2116701,1757,,
Tamrock Oy:n Eläkesäätiö6525,,FI2116701,6525,,
Tamtron Oy25457,,FI23420358,25457,,
Tanema Oy36901,,FI5231473,36901,,
Tango- ja Viihdemusiikin Edistämisyhdistys ry2095,,FI6569134,2095,,
Tanhuvaaran Säätiö52547,,FI1669304,52547,,
Tank Indoor Oy35307,,FI18165751,35307,,
Tanskasen Kiinteistönvälitys Oy37542,,FI6343573,37542,,
Tanssikeskus Citydance Oy56430,,FI6482637,56430,,
Tanssiteatteri Minimin Kannatusyhdistys ry52542,,FI8389110,52542,,
Tapahtumapalvelu Happening Oy33029,,FI19509835,33029,,
Tapani Kangasniemi Oy55056,,FI15378014,55056,,
Tapanilan Urheilutalosäätiö50740,,FI2211047,50740,,
Tapiola Golf Oy38181,,FI18052300,38181,,
Tapiolan kuoron kannatusyhdistys ry50288,,FI5842266,50288,,
Tapiolan Lämpö Oy57869,,FI1940854,57869,,
Tapiolan Monitoimiareena Oy24074,,FI10844645,24074,,
Tapola Oy Lihanjalostustehdas7173,,FI6692239,7173,,
Targus Finland Oy53053,,FI15014376,53053,,
Tarha-Tuote Oy53833,,FI8883813,53833,,
Tarinaharjun Golf Oy58234,,FI6627795,58234,,
Tarjoilupalvelu Kirsikka avoin yhtiö54446,,FI23234440,54446,,
Tarkett Oy1774,,FI1147514,1774,,
Tarmin Oy50770,,FI2024006,50770,,
Tarmo Salonen / Perussuomalaiset58011,,FI7292018,58011,,
Tarttis Oy54519,,FI5987529,54519,,
Tarvasjoen kunta25970,,FI1400292,25970,,
Tasalan Kasvitarha55303,,FI18103753,55303,,
Tasolaiset Oy57846,,FI21429965,57846,,
Taste Optikkoliike / Nanomax Leasing Oy58104,,FI16303874,58104,,
Tatun Tarvike Oy13597,,FI2107709,13597,,
Taustamarkkinat Oy26664,,FI6622302,26664,,
Taustamarkkinat Oy56159,,FI6622302,56159,,
TAVARATALO OJA OY26209,,FI92104789,26209,,
TAVO Oy58235,,FI19446061,58235,,
TA-Yhtymä Oy37357,,FI15898239,37357,,
TAYS Sydänkeskus Oy55892,,FI22980476,55892,,
Tazzia Oy32646,,FI6666815,32646,,
TBWA Helsinki2923,,FI19967828,2923,,
TBWAHelsinki Oy24437,,FI19967828,24437,,
TDC Oy FINLAND25252,,FI15356528,25252,,
Teak Teknologiakeskus Oy52217,,FI20822239,52217,,
Team Botnia Oy27551,,FI15082889,27551,,
Team F40 Oy33339,,FI23841910,33339,,
Team Kitchen Oy Ab50957,,FI20097508,50957,,
Team SimiSami Oy55853,,FI21081217,55853,,
Team-Vision Oy34689,,FI18081259,34689,,
Teatteri Eurooppa Neljä11481,,FI7539084,11481,,
Teatteriyhdistys Provinssi ry50811,,FI17193443,50811,,
Teboil Oy Ab1717,,FI1147952,1717,,
Teboil Oy Ab Kuopion konttori26979,,FI1147952,26979,,
Tecalemit Oy26602,,FI22002218,26602,,
Technopolis Oyj3972,,FI4874223,3972,,
Technopolis Oyj53991,,FI4874223,53991,,
Technopolis Oyj15177,,FI6405690,15177,,
Techtronic Industries Finland Oy32264,,FI19141911,32264,,
TechWare Finland Oy53762,,FI20536419,53762,,
Teclux Oy35932,,FI9984245,35932,,
TeemaKoti Oy51813,,FI23101437,51813,,
Teemer57886,,FI18598821,57886,,
Teemun Kodintekniikka51738,,FI19869638,51738,,
Teerenpeli Ravintolat Oy26616,,FI11035815,26616,,
Teho-Hoito Oy54671,,FI2987451,54671,,
Tehokoivu Oy52651,,FI19957232,52651,,
TEHOKUIVAUS OY57179,,FI17671994,57179,,
Tehonelikko Oy18717,,FI10183410,18717,,
Teho-Posako Oy54447,,FI1713707,54447,,
Tehosaneeraus O&V Oy52455,,FI19924537,52455,,
Tehy ry29578,,FI4695380,29578,,
Teija Skyttä55288,,FI23098397,55288,,
Teijo-Talot Oy36241,,FI16072746,36241,,
TEISKON VIINI56585,,FI11204359,56585,,
Teivon ravi- ja ratsastusvaruste IK Oy56720,,FI25590887,56720,,
Tekes - teknologian ja innovaatioiden kehittämiskeskus13182,,FI5126964,13182,,
Tekijänoikeuden Tiedotus- ja Valvontakeskus ry36606,,FI19262107,36606,,
Teklacon Oy53405,,FI9667493,53405,,
Teknavi Oy52618,,FI23166855,52618,,
Teknavi Oy53304,,FI23166855,53304,,
Teknikmagasinet Finland Oy37177,,FI21874364,37177,,
Tekninen Toimisto Tektor Oy53238,,FI7004645,53238,,
Teknologiateollisuus ry25254,,FI2152892,25254,,
Teknos Oy1789,,FI1148752,1789,,
Teknotoimi Oy5132,,FI3045167,5132,,
Teknotoimi Oy35561,,FI3045167,35561,,
Tekonivelsairaala Coxa Oy54676,,FI18612099,54676,,
Tekstiili- ja vaatetusteollisuus ry20621,,FI2061990,20621,,
Tekstiilipaino Taikapaita Ky52153,,FI10584150,52153,,
Tekstiiliteollisuus Oy33547,,FI18395098,33547,,
Tele XL Oy28105,,FI21125574,28105,,
TelecityGroup Finland Oy19911,,FI1090239,19911,,
Telective Oy33116,,FI19883819,33116,,
Teleste Oyj4305,,FI11022678,4305,,
TeliaSonera Finland Oyj28368,,FI10900440,28368,,
TeliaSonera Finland Oyj2974,,FI14756079,2974,,
TeliaSonera Finland Oyj4545,,FI14756079,4545,,
TeliaSonera Finland Oyj10013,,FI14756079,10013,,
TeliaSonera Finland Oyj11186,,FI14756079,11186,,
TeliaSonera Finland Oyj13462,,FI14756079,13462,,
TeliaSonera Finland Oyj18582,,FI14756079,18582,,
TeliaSonera Finland Oyj21108,,FI14756079,21108,,
TeliaSonera Finland Oyj21210,,FI14756079,21210,,
TeliaSonera Finland Oyj27827,,FI14756079,27827,,
TeliaSonera Finland Oyj28813,,FI14756079,28813,,
TeliaSonera Finland Oyj30468,,FI14756079,30468,,
TeliaSonera Finland Oyj34998,,FI14756079,34998,,
TeliaSonera Finland Oyj37610,,FI14756079,37610,,
